path	sentence
common_voice_id_19800530.mp3	Seandainya dia satu tim dengan kita
common_voice_id_19800531.mp3	segerakan nantinya tepat waktu
common_voice_id_19800533.mp3	Temukanlah penghianat
common_voice_id_19800535.mp3	datang dan temui saya saat anda memiliki waktu
common_voice_id_19800536.mp3	Saya harap dia bisa membantuku
common_voice_id_19800540.mp3	adik perempuan Pak Yamada Badannya pendek dan imut
common_voice_id_19800541.mp3	dia membelikan aku sebuah mainan kecil
common_voice_id_19800542.mp3	Saya baru saja makan sushi dan minum bir
common_voice_id_19800543.mp3	di dalam tas ada buku tulis
common_voice_id_19800544.mp3	Bagaimana pendapat anda tentang pasar barunya
common_voice_id_19800549.mp3	Tahukah Anda siapa mereka itu
common_voice_id_19800551.mp3	kamu mengaduk kopinya dengan 10 sendok
common_voice_id_19800553.mp3	Aku seorang SP rantis karena tak cukup bagiku untuk menjadi orang sukses
common_voice_id_19800554.mp3	saya dengan senang hati akan membantu anda
common_voice_id_19800555.mp3	adik laki-laki paku banyak sedang bermain sepak bola
common_voice_id_19800556.mp3	Apakah tomat tahu apa yang harus dilakukan dengan ini
common_voice_id_19800557.mp3	aku benar-benar berterima kasih
common_voice_id_19800558.mp3	Apakah anda butuh tempat tinggal
common_voice_id_19800559.mp3	Kemarin saya mengirim barang untuk ibu saya
common_voice_id_19800560.mp3	biru itu sulit dibuka
common_voice_id_19800561.mp3	apa yang orang tersebut katakan
common_voice_id_19800562.mp3	aku sudah tidak tahan dengan hal itu
common_voice_id_19800563.mp3	Saya sudah membaca buku
common_voice_id_19800564.mp3	tidak semua kertas kecil adalah cek
common_voice_id_19800570.mp3	esperanto bahasa internasional mudah
common_voice_id_19800571.mp3	saya meminjam uang dari Pak nya Mada
common_voice_id_19800572.mp3	di rumah saya ada 3 buah televisi
common_voice_id_19800573.mp3	Hari ini saya tidak pergi karena demam
common_voice_id_19800574.mp3	pengemudi yang mabuk itu bertanggung jawab pada kecelakaan kendaraan
common_voice_id_19800581.mp3	tetap mengasihi dia
common_voice_id_19800583.mp3	saya kesusahan karena harus menghafal banyak huruf kanji
common_voice_id_19800584.mp3	naik pesawat atau kereta
common_voice_id_19800587.mp3	Ini pertanyaan yang bagus
common_voice_id_19800588.mp3	dia ingin membeli buku tersebut
common_voice_id_19803163.mp3	besok saya ingin beristirahat karya tetapi saya harus pergi ke sekolah
common_voice_id_19803165.mp3	kamu sudah dari dulu ingin ke sana bukan
common_voice_id_19803168.mp3	Mereka pergi ke Medan
common_voice_id_19803170.mp3	pegang tali itu
common_voice_id_19803171.mp3	air adalah sumber utama dalam kehidupan warga desa Sukajadi
common_voice_id_19840761.mp3	aku sudah tidak tahan dengan hari ini
common_voice_id_19840762.mp3	Tong tidak takut mati
common_voice_id_19840763.mp3	saya membeli kalender tahun depan di Toserba
common_voice_id_19840764.mp3	adik perempuan saya membuat bekal untuk ayah
common_voice_id_19840765.mp3	Saya sudah kenyang terima kasih
common_voice_id_19840802.mp3	ada sekali baju
common_voice_id_19840804.mp3	Selain itu para pengunjung lebih jarang untuk pergi ke Pulau Belitung dibanding dengan Bali
common_voice_id_19840806.mp3	kalau Dari sini pergi sedikit Ke barat ada laut
common_voice_id_19840807.mp3	saya membaca New York Time
common_voice_id_19840809.mp3	Mengapa kamu tidak menghubungiku untuk meminta bantuan
common_voice_id_19878658.mp3	Mengapa tidak dijual saja
common_voice_id_19878659.mp3	anak-anak suka menonton televisi
common_voice_id_19878660.mp3	Saya tidak pandai menggambar
common_voice_id_19878661.mp3	Akankah Anda buka pintunya
common_voice_id_19878662.mp3	lawan kata Berat adalah ringan
common_voice_id_19878663.mp3	seseorang mengalahkanku hingga seri
common_voice_id_19878664.mp3	Iya akan menunggu kamu
common_voice_id_19878665.mp3	PIN Apakah kamu menyukai bola basket
common_voice_id_19878666.mp3	mulai hari ini berusahalah untuk datang tepat waktu
common_voice_id_19878667.mp3	Saya tidak ada waktu bermain karena sibuk bekerja
common_voice_id_19878668.mp3	buku itu tersedia hanya di satu toko
common_voice_id_19878669.mp3	Apa yang membuat pikiranmu berubah
common_voice_id_19878670.mp3	Saya belajar memasak dari ibu
common_voice_id_19878671.mp3	namun Sekarang saya tinggal di Tokyo
common_voice_id_19878672.mp3	Pelajaran ini sangat menarik
common_voice_id_19878673.mp3	Kamulah pahlawan saya
common_voice_id_19878674.mp3	saya menunjukkan karcis di pintu masuk stasiun
common_voice_id_19878675.mp3	terbakar Dengan Cinta
common_voice_id_19878676.mp3	sumber dari pernyataan itu saya tidak tahu
common_voice_id_19878677.mp3	Saya selalu membawa 3 batang pensil ke sekolah
common_voice_id_19878678.mp3	di kamar diletakkan 6 buah kotak
common_voice_id_19878679.mp3	Saya tidak dapat berpikir bahwa ceritamu
common_voice_id_19878680.mp3	kemarin saya minum 2 gelas arak
common_voice_id_19878681.mp3	dunia akan tersenyum bahagia tanpa diriku
common_voice_id_19878682.mp3	Saya satu-satunya orang yang tidak tahu tolong telah dipenjara
common_voice_id_19934335.mp3	maaf
common_voice_id_19934348.mp3	aku belum lihat apapun
common_voice_id_19934411.mp3	Hiroshi sedang memotong kayu menjadi papan papan
common_voice_id_19934443.mp3	ibunya mengkhawatirkan anaknya
common_voice_id_19934548.mp3	perpustakaan sekolah kami kecil tetapi masih baru
common_voice_id_19934557.mp3	Ayah mematikan semua lampu telah padam sebelum pergi tidur
common_voice_id_19959607.mp3	tombol bermain biola ketika dia berumur 13 tahun
common_voice_id_19959608.mp3	Setiap hari saya belajar bahasa Jepang tapi saya tidak bisa Menghafal huruf kanji
common_voice_id_19959609.mp3	di Jepang kami menyetir kendaraan pada sisi kiri jalan
common_voice_id_19959610.mp3	kalau tidak suka boleh berhenti
common_voice_id_19959611.mp3	mungkin tidak menyukai hal ini sama sekali
common_voice_id_19959794.mp3	Saya bekerja di perusahaan mobil
common_voice_id_19959795.mp3	Apa yang anda ketahui tentang Brazil
common_voice_id_19959796.mp3	di atas meja
common_voice_id_19959797.mp3	Seharusnya kamu tahu diri
common_voice_id_19959798.mp3	yang penting adalah Apakah kamu melakukan yang terbaik atau tidak
common_voice_id_19959849.mp3	permisi apa waktu itu
common_voice_id_19959850.mp3	namanya Lucifer
common_voice_id_19959851.mp3	Om seorang pembunuh
common_voice_id_19959852.mp3	kelas sebelah bisa menampung 100 orang
common_voice_id_19959853.mp3	Apa nama dari Apotek mu
common_voice_id_19967470.mp3	Saya tidak ada uang
common_voice_id_19967471.mp3	Kalau belok kiri di bangunan itu ada rumah sakit
common_voice_id_19967472.mp3	anjing yang mati tak bisa menggigit
common_voice_id_19967473.mp3	untuk mempelajari organ dalamnya kami membedah katak
common_voice_id_19967474.mp3	Malam ini saya tidak ingin pergi kemana-mana
common_voice_id_19967490.mp3	bulan ini supermarket itu libur Pada hari Rabu
common_voice_id_19967491.mp3	Saya harap saya dapat bertemu Anda lagi segera
common_voice_id_19967492.mp3	Apa kau percaya akan hal ini
common_voice_id_19967498.mp3	dia pura-pura tidur
common_voice_id_19967499.mp3	jalan ini berbelok-belok
common_voice_id_19967505.mp3	kalau pergi ke kedutaan Anda turun di Stasiun berikutnya
common_voice_id_19967506.mp3	dia ingin menikah segera
common_voice_id_19967509.mp3	semua kamus mengandung kesalahan
common_voice_id_19967512.mp3	berapa banyak yang dia peroleh per bulan
common_voice_id_19967514.mp3	Apa kamu tidak tahu
common_voice_id_19967590.mp3	Adakah harga khusus untuk beberapa perjalanan sekaligus
common_voice_id_19967591.mp3	Mengapa saya harus menunggu
common_voice_id_19967593.mp3	tidak akan pernah memaafkan kita jika kita melakukan itu
common_voice_id_19967598.mp3	ruang kelas ini hanya bisa menampung 30 orang mudik
common_voice_id_19967608.mp3	terlalu mahal
common_voice_id_19967672.mp3	kalau pergi ke Universitas itu lebih praktis menggunakan sepeda
common_voice_id_19967674.mp3	Apa yang dilakukan ibumu saat kamu kembali ke rumah
common_voice_id_19967677.mp3	apa kamu baik-baik saja
common_voice_id_19967693.mp3	Apakah ada ukuran yang lebih kecil
common_voice_id_19982383.mp3	Halo Tom
common_voice_id_19982384.mp3	apa yang akan kamu mainkan
common_voice_id_19982385.mp3	orang-orang itu teman saya
common_voice_id_19982386.mp3	Saya belajar bahasa Inggris 3 bulan di Amerika
common_voice_id_19982387.mp3	setelah hujan di jalanan terdapat banyak lubang yang tergenang air
common_voice_id_19982388.mp3	rumah ini memiliki 2 kamar mandi
common_voice_id_19982389.mp3	kamu bekerja keras
common_voice_id_19982390.mp3	orang Amerika adalah orang yang ramah
common_voice_id_19982391.mp3	mencintai kehidupan adalah mencintai Tuhan
common_voice_id_19982392.mp3	kamu seharusnya tidak berada di sini
common_voice_id_19982408.mp3	letakkan tas tersebut di atas meja
common_voice_id_19982409.mp3	Mengapa kamu bertanya
common_voice_id_19982410.mp3	silahkan kumpulkan berkas pendaftaran
common_voice_id_19982411.mp3	semua datang kecuali jin
common_voice_id_19982412.mp3	apakah sensitifitas tinggi itu
common_voice_id_19986773.mp3	tradisi ini berasal dari Cina
common_voice_id_19986774.mp3	
common_voice_id_19986776.mp3	kehilangan anak laki-lakinya akibat kecelakaan mobil
common_voice_id_19986777.mp3	saya akan kembali mengambil tas tangan
common_voice_id_19986779.mp3	berikanlah sesuatu untuk diminum
common_voice_id_19986813.mp3	anak laki-laki itu memiliki reputasi yang lumayan
common_voice_id_19986816.mp3	Siapa nama panggilanmu
common_voice_id_19986817.mp3	saya akan menyetor uang selamat lambatnya tanggal 7
common_voice_id_19986819.mp3	kupikir hidup bersamamu telah berpengaruh pada daur hidupnya
common_voice_id_19986821.mp3	Aku suka menyikat gigi dengan pasta gigi
common_voice_id_19986865.mp3	berharap dia memiliki waktu yang lebih panjang
common_voice_id_19986866.mp3	kamu diam saja lupa kamu disini
common_voice_id_19986867.mp3	silakan pilih baju yang kamu inginkan
common_voice_id_19986869.mp3	bekerja
common_voice_id_19986871.mp3	kerja bagus
common_voice_id_19986907.mp3	Jepang dan luar negeri bahasanya berbeda
common_voice_id_19986908.mp3	
common_voice_id_19986909.mp3	Saya tidak mengerti maksud kata guru
common_voice_id_19986911.mp3	itu tidak terlalu terlihat buruk
common_voice_id_19986913.mp3	makan roti telur dan kaleng
common_voice_id_19986915.mp3	Tunggu sebentar dong
common_voice_id_19986916.mp3	Fadli tidak sehat karena masuk angin
common_voice_id_19986917.mp3	di meja perjudian macam-macam masakan
common_voice_id_19986918.mp3	Saya makan nasi sambil menonton televisi
common_voice_id_19986919.mp3	
common_voice_id_19986963.mp3	bagaimana kita memerlukan udara yang nyaman juga ikan memerlukan air yang bersih
common_voice_id_19986966.mp3	Indonesia adalah negara terbesar di Asia Tenggara
common_voice_id_19986970.mp3	Saya bangun pada pukul 5 pagi
common_voice_id_19986975.mp3	kamu terjebak dalam kemacetan lalu lintas yang membuat kami terlambat 20 menit
common_voice_id_19986977.mp3	Saya ingin mengatakan sesuatu tapi Gracia Berjanjilah untuk tidak menyebarkannya
common_voice_id_19987004.mp3	Ketika saya datang ke sini Saya tidak kenal siapapun
common_voice_id_19987005.mp3	arti tidak bangun
common_voice_id_19987006.mp3	saya kuatir karena adik perempuan saya hari ini juga demam tinggi terus menerus
common_voice_id_19987007.mp3	saya minum kopi + susu
common_voice_id_19987009.mp3	anda tidak harus datang besok
common_voice_id_20120724.mp3	saya sekelompok dengan bapak di
common_voice_id_20120725.mp3	seorang laki-laki kaya yang tidur di atas tempat tidur emas
common_voice_id_20120726.mp3	tidur
common_voice_id_20120727.mp3	saya guru bahasa Jepang
common_voice_id_20120728.mp3	mengabaikanmu
common_voice_id_20120739.mp3	saya mengembalikan uang Alfamart
common_voice_id_20120740.mp3	saya pergi jalan-jalan ke taman dengan anjing saya pada malam hari
common_voice_id_20120741.mp3	Koperasi ada pekerjaan jadi tidak bisa datang
common_voice_id_20120742.mp3	kami berlimpah
common_voice_id_20120743.mp3	saya pergi ke bank untuk menyetorkan uang pada hari Kamis siang
common_voice_id_20120764.mp3	Saya pegawai bank
common_voice_id_20120765.mp3	Iya punya sawah luas di Colorado
common_voice_id_20120766.mp3	toko itu menjual kue yang enak
common_voice_id_20120767.mp3	Apakah kamu memahami maksudku toh
common_voice_id_20120768.mp3	gunung api itu meletus beberapa tahun yang lalu
common_voice_id_20211965.mp3	Apakah Anda percaya pada Tuhan
common_voice_id_20211967.mp3	semuanya sedang menunggu di kelas
common_voice_id_20211969.mp3	anak kecil suka buku tentang dinosaurus
common_voice_id_20248266.mp3	saya belanja untuk makan malam di supermarket
common_voice_id_20248267.mp3	sekretaris untuk menterjemahkan surat itu ke dalam bahasa Inggris
common_voice_id_20248268.mp3	tidak perlu pergi ke sana sendirian
common_voice_id_20248269.mp3	Pulau itu terletak 1 mil dari pantai
common_voice_id_20248270.mp3	Tolong matikan AC
common_voice_id_20248271.mp3	saya pikir dia akan berhasil
common_voice_id_20248272.mp3	tidak ada bukti
common_voice_id_20248273.mp3	makanan yang sangat disukai Pak kobayashi
common_voice_id_20248274.mp3	saya bertanggung jawab atas perbuatan saya sendiri
common_voice_id_20248275.mp3	kebanyakan film Hollywood berakhir dengan bahagia
common_voice_id_20248276.mp3	foto ini mengingatkan ku pada masa kecilku
common_voice_id_20248278.mp3	Apakah saya boleh meminjam kamus anda
common_voice_id_20248279.mp3	buka kobayashi tinggal di Tokyo
common_voice_id_20248280.mp3	mulai besok saya akan belajar huruf kanji tiap hari
common_voice_id_20260506.mp3	Kamu bodoh
common_voice_id_20260508.mp3	Apakah anda pernah ke Amerika
common_voice_id_20260509.mp3	Terimakasih ada kedatangan anda pada interview
common_voice_id_20260510.mp3	kabar berita ku tak begitu penting bagi orang jangan tidak ingin tahu
common_voice_id_20260516.mp3	gerbang pintu sebelah timur sudah ditutup
common_voice_id_20260517.mp3	itu bukan suatu jawaban
common_voice_id_20260518.mp3	penjahit sering memandikan dengan tidur
common_voice_id_20260519.mp3	di depan stasiun ada Toko Bagus
common_voice_id_20260520.mp3	saya inget malam ketika melihat Bima Sakti untuk pertama kalinya
common_voice_id_20261555.mp3	harga saham anjlok ke Titik terendah
common_voice_id_20261556.mp3	pagi ini temanku Mama kamu aja nanti Bali adik
common_voice_id_20261557.mp3	apa yang jatuh bilang tentang kamu adalah sebuah kebohongan Aku tinggal
common_voice_id_20261558.mp3	gambar santai
common_voice_id_20263197.mp3	saya menunjukkan foto jalan-jalan ke Pak kimoera
common_voice_id_20263198.mp3	para hadirin nampak bosan
common_voice_id_20263199.mp3	Tolong keluarkan kertas yang sudah ditulis dengan jawaban
common_voice_id_20263200.mp3	Hai dan Mariko adalah teman dekat mereka pergi kemanapun bersama
common_voice_id_20263209.mp3	Apakah anda merasa bersalah
common_voice_id_20263211.mp3	istriku mempunyai kesalahan-kesalahan Meskipun demikian Aku Mencintainya
common_voice_id_20263213.mp3	cheat itu telah mendarat di Tokyo
common_voice_id_20263214.mp3	terus jalan lurus hingga tiba di gereja tersebut
common_voice_id_20263215.mp3	awal bulan depan saya akan pulang ke negara saya
common_voice_id_20263226.mp3	hari ini tidak ada siapa pun yang datang
common_voice_id_20263227.mp3	tumpuan cantik itu adalah ibu Kimura
common_voice_id_20263228.mp3	karena Keretanya penuh aku berdiri sepanjang jalan menuju Tokyo
common_voice_id_20263229.mp3	rapat itu diadakan di sini
common_voice_id_20263230.mp3	saya memperhatikan bahwa seekor binatang kecil sedang melihat ke arah kita
common_voice_id_20263231.mp3	Dia memiliki wajah bulat
common_voice_id_20263232.mp3	warna rambut paakhi murah coklat
common_voice_id_20263233.mp3	sukanya yang dalam tampak dalam air matanya
common_voice_id_20263234.mp3	saya tahu ada beberapa orang yang bisa melihatnya
common_voice_id_20263235.mp3	Om tidak takut gagal
common_voice_id_20263241.mp3	faktor utama yang menyebabkan kekeringan adalah berkurangnya curah hujan
common_voice_id_20263242.mp3	kamu tidak mesti melupakan itu
common_voice_id_20263243.mp3	Awas lantai licin
common_voice_id_20263244.mp3	resep gratis tidak selalu nasihat yang baik
common_voice_id_20263245.mp3	saya tidak peduli dengan bahasa Inggris Saya bahkan tidak dapat berbicara bahasa Inggris
common_voice_id_20263267.mp3	Dia belajar keras agar dapat lulus di ujian masuk
common_voice_id_20263268.mp3	Saya memakai jas ketika pergi ke perusahaan
common_voice_id_20263269.mp3	Pedro mempunyai motor dan dia suka mengendarai nya
common_voice_id_20263270.mp3	Saya tidak suka bersih-bersih dan mencuci baju
common_voice_id_20263271.mp3	Mosque terlihat indah dari angkasa
common_voice_id_20263287.mp3	Apakah kamu merasa bersalah
common_voice_id_20263288.mp3	Tom berlatih setiap hari di rumah
common_voice_id_20263290.mp3	jangan duduk di sofa itu
common_voice_id_20263292.mp3	ada 3 ayam di rumah saya
common_voice_id_20263294.mp3	Saya makan sashimi dengan membutuhkan kecap
common_voice_id_20263309.mp3	kami memiliki beberapa berita yang menyemangatkan
common_voice_id_20263311.mp3	coba saya lihat
common_voice_id_20263314.mp3	kamu Berlaku seolah-olah tidak melihatnya
common_voice_id_20263316.mp3	saya keluar rumah pukul 8 lalu pergi ke sekolah dengan bus
common_voice_id_20263319.mp3	bagus Jika kamu memiliki satu diantara dua buku itu
common_voice_id_20287820.mp3	Jangan pernah melupakan hari
common_voice_id_20287821.mp3	
common_voice_id_20287823.mp3	
common_voice_id_20287824.mp3	udah mati
common_voice_id_20319091.mp3	kami memancing dari waktu ke waktu
common_voice_id_20319092.mp3	aku akan memakan kamu anak kecil
common_voice_id_20319093.mp3	anda ingin menikah dengan orang yang bagaimana
common_voice_id_20319094.mp3	di Jepang arak boleh diminum dari umur 20 tahun
common_voice_id_20319095.mp3	Terima kasih untuk jawaban anda
common_voice_id_20319100.mp3	selamat siang
common_voice_id_20319102.mp3	Itu kelinci yang jahat
common_voice_id_20319103.mp3	Aku menulis surat untuk putriku
common_voice_id_20319104.mp3	salah satu kancing jas ku lepas
common_voice_id_20319105.mp3	saya harus tidur
common_voice_id_20319116.mp3	Saya suka makanan penutup
common_voice_id_20319117.mp3	Saya pernah mendaki gunung itu
common_voice_id_20319118.mp3	kok memecahkan Pasming dari Cina milik Mari yang mahal
common_voice_id_20319119.mp3	sejarah yang saya tahu bisa status itu tidak benar
common_voice_id_20319120.mp3	kamu tahu apa yang mereka katakan tentang Tom
common_voice_id_20319121.mp3	telolet ada di sebelah kiri koridor
common_voice_id_20319122.mp3	Saya punya rumah
common_voice_id_20319123.mp3	hanya ibuku yang mengerti aku
common_voice_id_20319124.mp3	Dia merasa ingin menangis
common_voice_id_20319125.mp3	tidak ada orang yang cukup memperhatikan ton
common_voice_id_20319126.mp3	kecintaan terhadap seni telah tertanam pada Tom sejak dini
common_voice_id_20319127.mp3	siapa anak itu
common_voice_id_20319128.mp3	ada televisi di ruangan ini
common_voice_id_20319129.mp3	Sehat Itu Penting
common_voice_id_20319130.mp3	Opera Apakah yang sedang dipertunjukkan di lingkungan center saat ini
common_voice_id_20338960.mp3	saya mengajar bahasa Inggris kepada Pak Kimura
common_voice_id_20338961.mp3	kami sudah muak dengan keluhan mu
common_voice_id_20338962.mp3	Minuman ini sangat enak
common_voice_id_20338963.mp3	jangan merendahkanku
common_voice_id_20338964.mp3	apa kamu mendengarnya
common_voice_id_20338980.mp3	di kolam itu ada banyak binatang
common_voice_id_20338981.mp3	kita ketinggalan kereta terakhir
common_voice_id_20338982.mp3	Pattimura suka yang mana
common_voice_id_20338983.mp3	siang aku harus kerja lembur lagi
common_voice_id_20338984.mp3	tidak ada yang memahami saya
common_voice_id_20339009.mp3	kamu sangat tua
common_voice_id_20339010.mp3	Saya cinta kamu
common_voice_id_20339011.mp3	Janganlah menangis
common_voice_id_20339012.mp3	Bagaimana keadaan saudaramu
common_voice_id_20339014.mp3	Siapa anggota begitu
common_voice_id_20339039.mp3	dia Mahir dalam sastra
common_voice_id_20339041.mp3	pada musim panas yang lalu kami pergi ke Hokkaido
common_voice_id_20339043.mp3	Dia memegang tangan saya Ratna
common_voice_id_20339044.mp3	Berapa lama beruang tidur
common_voice_id_20339045.mp3	jika saya kaya saya akan memberimu uang
common_voice_id_20387750.mp3	sekolah mulai Senin depan
common_voice_id_20387751.mp3	dia punya pilihan untuk pergi atau tetap tinggal
common_voice_id_20387752.mp3	Saya sudah lulus sekolah
common_voice_id_20387753.mp3	dia bertanya apakah saya baik-baik saja
common_voice_id_20387754.mp3	saya memesan makanan kepada pelayan kedai
common_voice_id_20387845.mp3	Halo apa kabar
common_voice_id_20387847.mp3	terlalu banyak waktu yang hilang
common_voice_id_20387849.mp3	Mungkin kita bisa bersama suatu saat nanti
common_voice_id_20387856.mp3	Beberapa orang tidak pernah menjadi dewasa
common_voice_id_20387857.mp3	dekat rumahku ada apartemen
common_voice_id_20387859.mp3	saya akan memberi hadiah sepeda di hari ulang tahun
common_voice_id_20387861.mp3	Nama kamu siapa
common_voice_id_20387863.mp3	ruangan ini tidak terlalu besar
common_voice_id_20387886.mp3	hari ini kelasnya jemput karena gurunya sakit
common_voice_id_20387887.mp3	perubahan itu bagus
common_voice_id_20387888.mp3	kau menjelaskannya padaku
common_voice_id_20387889.mp3	Saya makan daging tebal
common_voice_id_20387912.mp3	aku tidak bisa tawar-menawar kan Parah seperti ini
common_voice_id_20387914.mp3	aku terlalu gemuk
common_voice_id_20387916.mp3	hari ini hujan turun rintik-rintik
common_voice_id_20387918.mp3	Keabadian itu ada Keabadian itu ada di sini
common_voice_id_20387919.mp3	Mari bersiap untuk pergi
common_voice_id_20387928.mp3	menunggu campur tangan mereda sebelum dia menghubungkan Lagu selanjutnya
common_voice_id_20387929.mp3	Jangan mendekati mereka
common_voice_id_20387931.mp3	game kasur yaitu dengan cepat
common_voice_id_20387932.mp3	Apakah bisa mengerjakan ujian kalau begitu tolong keluarkan
common_voice_id_20387934.mp3	Saya ingin ini dan itu
common_voice_id_20387940.mp3	James Cameron membuat cara baru dalam membuat film
common_voice_id_20387941.mp3	langit berwarna biru
common_voice_id_20387942.mp3	Saya bukan orang yang baik
common_voice_id_20387943.mp3	saya tidak bisa bahasa Spanyol
common_voice_id_20387955.mp3	Bukan Kita seharusnya telah tiba
common_voice_id_20387956.mp3	hilangkan buku ini Karena sangat penting
common_voice_id_20387957.mp3	kata-kata sudah cukup bagi orang bijak
common_voice_id_20387958.mp3	dia selalu melontarkan candaan
common_voice_id_20387959.mp3	Aku terjebak dalam kemacetan lalu lintas
common_voice_id_20387970.mp3	saya memberitahu Pak Li makna perkataan ini
common_voice_id_20387971.mp3	Apakah kamu serius ingin menikah
common_voice_id_20387972.mp3	Setiap pagi saya bangun pukul 6
common_voice_id_20387973.mp3	selamat ulang tahun
common_voice_id_20387974.mp3	perang datang dan pergi Tapi prajuritku tetap abadi
common_voice_id_20387985.mp3	bin tinggal di Singapura
common_voice_id_20387986.mp3	di dalam kulkas tidak ada apapun
common_voice_id_20387987.mp3	dia lahir di Swiss
common_voice_id_20387988.mp3	Kamu terlihat sangat terkejut
common_voice_id_20387989.mp3	kan pindah keluar 3 minggu
common_voice_id_20388000.mp3	Kantor Pos ada di sebelah stasiun
common_voice_id_20388001.mp3	kamar mandi tidak ada sampo
common_voice_id_20388002.mp3	itu harus mikir jangan diam terus
common_voice_id_20388003.mp3	mohon tenang sedang ada ujian
common_voice_id_20388004.mp3	kereta terlambat karena topan
common_voice_id_20406074.mp3	lampu lalu lintas digunakan untuk mengatur lalu lintas
common_voice_id_20406075.mp3	Rumahku di sebelah utara Kota
common_voice_id_20406076.mp3	ya suka
common_voice_id_20406077.mp3	Terima kasih sudah membantuku
common_voice_id_20406079.mp3	jalur tol Kaido berhenti di Tokyo
common_voice_id_20406081.mp3	orang tua biasanya sangat bijaksana
common_voice_id_20406082.mp3	apakah yang dipelajari sosiologi
common_voice_id_20406083.mp3	kedutaan besar menolak Suaka Politik untuk pengungsi asing
common_voice_id_20406084.mp3	Saya sedikit tersentuh
common_voice_id_20406086.mp3	males kali
common_voice_id_20406087.mp3	datanglah pada waktu yang tepat
common_voice_id_20406088.mp3	penemuan ini akan tercatat dalam sejarah
common_voice_id_20406092.mp3	Pulau Belitung juga terkenal dengan hidangan lautnya
common_voice_id_20406093.mp3	kau menyadari mobil Mercy yang di parkir di depan perpustakaan
common_voice_id_20425643.mp3	inilah dunia kece
common_voice_id_20483312.mp3	aku pernah ingin menjadi seorang astronom fisika
common_voice_id_20483313.mp3	Saya sedang mencari dompet hitam seperti ini
common_voice_id_20483314.mp3	Apakah anda pernah makan serangga
common_voice_id_20540353.mp3	pernikahan yang indah adalah pernikahan yang didasari oleh kasih sayang dan cinta yang tulus
common_voice_id_20540354.mp3	Anda bilang Anda lapar
common_voice_id_20540355.mp3	Apakah masakan Jepang pedas
common_voice_id_20540356.mp3	saya merasa buruk
common_voice_id_20540357.mp3	ketika kita ingin membuat sesuatu
common_voice_id_20540358.mp3	Apa pekerjaanmu
common_voice_id_20540359.mp3	Jangan bermain di kamar ini
common_voice_id_20540360.mp3	dia buta karena memiliki satu mata
common_voice_id_20540361.mp3	Apakah kamu percaya akan Tuhan
common_voice_id_20540362.mp3	di depan kantor pos dan di sebelah Stasiun Ada apa surah
common_voice_id_20589579.mp3	tidak tidak pedas
common_voice_id_20589581.mp3	dia buru-buru pulang dari Inggris
common_voice_id_20589584.mp3	Senin depan libur
common_voice_id_20589586.mp3	Ya sepertinya ada salah diagnosa
common_voice_id_20679918.mp3	belajar di negara orang
common_voice_id_20679919.mp3	Apakah ini penting
common_voice_id_20679920.mp3	Dia bercerai dari suaminya
common_voice_id_20679921.mp3	om hanya ingin mencoba membantu
common_voice_id_20679922.mp3	Saya ingin memberikan hadiah padanya di hari ulang tahunnya
common_voice_id_20679923.mp3	dia kaya pengalaman
common_voice_id_20679924.mp3	Saya tidak menyangka dia bisa berbuat sekejam itu
common_voice_id_20679925.mp3	adik perempuan saya sudah tidur
common_voice_id_20679926.mp3	aku menang
common_voice_id_20679927.mp3	kotak ini sangat berat
common_voice_id_20679928.mp3	ini adalah daftar makanan yang harus kamu hindari
common_voice_id_20679929.mp3	Bagaimana kamu bisa mendapatkan ya
common_voice_id_20679930.mp3	saya lebih memilih berpergian dengan mobil
common_voice_id_20679931.mp3	adakah toko bangunan yang terdekat dari sini
common_voice_id_20679932.mp3	dia datang walau tak ditunggu
common_voice_id_20679933.mp3	namamu telah disebutkan
common_voice_id_20679934.mp3	siapa anak perempuan yang sedang berdiri di pintu
common_voice_id_20679935.mp3	Tadi malam saya pergi makan malam bersama Pak Kimura
common_voice_id_20679936.mp3	Bagaimana kamu bisa selalu bersemangat
common_voice_id_20679937.mp3	Saya bertemu dengannya kemarin
common_voice_id_20761953.mp3	apa Kamu tinggal dengan orang tuamu
common_voice_id_20761954.mp3	Saya suka musik
common_voice_id_20761955.mp3	Saya tidak akan memberitahu siapapun
common_voice_id_20761956.mp3	karena badai dia tidak bisa datang tepat waktu
common_voice_id_20761957.mp3	aku bertanya sendiri jalan mana yang paling singkat
common_voice_id_20761958.mp3	saya membeli karcis ketika naik kereta
common_voice_id_20761959.mp3	Om adalah mahasiswa
common_voice_id_20761960.mp3	ya segera menikah setelah lulus kuliah
common_voice_id_20761961.mp3	kemarin dia menciptakan hal yang benar
common_voice_id_20761962.mp3	Bagaimana hubunganmu dengan Tom
common_voice_id_20761964.mp3	dimana bumi dipijak disitu langit dijunjung
common_voice_id_20761965.mp3	kalau itu hangat sepanjang tahun
common_voice_id_20761966.mp3	saya mendengar berita di radio
common_voice_id_20761967.mp3	2 perkara tidak terkait
common_voice_id_20762058.mp3	Cepatlah atau kamu akan ketinggalan pesawat
common_voice_id_20762060.mp3	di bawah meja ada Pak
common_voice_id_20762061.mp3	Minggu depan saya akan bermain lagi dengan Pak kebaya si
common_voice_id_20762062.mp3	kamu tidak perlu membangunkanku
